"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NIC","RENEWABLE","TOT","KTOE","A","1991",1522.986,
"NIC","RENEWABLE","TOT","KTOE","A","1992",1490.626,
"NIC","RENEWABLE","TOT","KTOE","A","1993",1462.661,
"NIC","RENEWABLE","TOT","KTOE","A","1994",1423.9,
"NIC","RENEWABLE","TOT","KTOE","A","1995",1415.672,
"NIC","RENEWABLE","TOT","KTOE","A","1996",1431.276,
"NIC","RENEWABLE","TOT","KTOE","A","1997",1457.128,
"NIC","RENEWABLE","TOT","KTOE","A","1998",1358.748,
"NIC","RENEWABLE","TOT","KTOE","A","1999",1300.775,
"NIC","RENEWABLE","TOT","KTOE","A","2000",1348.725,
"NIC","RENEWABLE","TOT","KTOE","A","2001",1310.76,
"NIC","RENEWABLE","TOT","KTOE","A","2002",1401.857,
"NIC","RENEWABLE","TOT","KTOE","A","2003",1398.045,
"NIC","RENEWABLE","TOT","KTOE","A","2004",1477.098,
"NIC","RENEWABLE","TOT","KTOE","A","2005",1489.763,
"NIC","RENEWABLE","TOT","KTOE","A","2006",1467.884,
"NIC","RENEWABLE","TOT","KTOE","A","2007",1459.259,
"NIC","RENEWABLE","TOT","KTOE","A","2008",1556.024,
"NIC","RENEWABLE","TOT","KTOE","A","2009",1543.764,
"NIC","RENEWABLE","TOT","KTOE","A","2010",1572.476,
"NIC","RENEWABLE","TOT","KTOE","A","2011",1574.74,
"NIC","RENEWABLE","TOT","KTOE","A","2012",1862.698,
"NIC","RENEWABLE","TOT","KTOE","A","2013",2120.333,
"NIC","RENEWABLE","TOT","KTOE","A","2014",2166.065,
"NIC","RENEWABLE","TOT","KTOE","A","2015",,"L"
"NER","RENEWABLE","TOT","KTOE","A","1960",,"L"
"NER","RENEWABLE","TOT","KTOE","A","1961",,"L"
"NER","RENEWABLE","TOT","KTOE","A","1962",,"L"
"NER","RENEWABLE","TOT","KTOE","A","1963",,"L"
"NER","RENEWABLE","TOT","KTOE","A","1964",,"L"
"NER","RENEWABLE","TOT","KTOE","A","1965",,"L"
"NER","RENEWABLE","TOT","KTOE","A","1966",,"L"
"NER","RENEWABLE","TOT","KTOE","A","1967",,"L"
"NER","RENEWABLE","TOT","KTOE","A","1968",,"L"
"NER","RENEWABLE","TOT","KTOE","A","1969",,"L"
"NER","RENEWABLE","TOT","KTOE","A","1970",,"L"
"NER","RENEWABLE","TOT","KTOE","A","1971",,"L"
"NER","RENEWABLE","TOT","KTOE","A","1972",,"L"
"NER","RENEWABLE","TOT","KTOE","A","1973",,"L"
"NER","RENEWABLE","TOT","KTOE","A","1974",,"L"
"NER","RENEWABLE","TOT","KTOE","A","1975",,"L"
"NER","RENEWABLE","TOT","KTOE","A","1976",,"L"
"NER","RENEWABLE","TOT","KTOE","A","1977",,"L"
"NER","RENEWABLE","TOT","KTOE","A","1978",,"L"
"NER","RENEWABLE","TOT","KTOE","A","1979",,"L"
"NER","RENEWABLE","TOT","KTOE","A","1980",,"L"
"NER","RENEWABLE","TOT","KTOE","A","1981",,"L"
"NER","RENEWABLE","TOT","KTOE","A","1982",,"L"
"NER","RENEWABLE","TOT","KTOE","A","1983",,"L"
"NER","RENEWABLE","TOT","KTOE","A","1984",,"L"
"NER","RENEWABLE","TOT","KTOE","A","1985",,"L"
"NER","RENEWABLE","TOT","KTOE","A","1986",,"L"
"NER","RENEWABLE","TOT","KTOE","A","1987",,"L"
"NER","RENEWABLE","TOT","KTOE","A","1988",,"L"
"NER","RENEWABLE","TOT","KTOE","A","1989",,"L"
"NER","RENEWABLE","TOT","KTOE","A","1990",,"L"
"NER","RENEWABLE","TOT","KTOE","A","1991",,"L"
"NER","RENEWABLE","TOT","KTOE","A","1992",,"L"
"NER","RENEWABLE","TOT","KTOE","A","1993",,"L"
"NER","RENEWABLE","TOT","KTOE","A","1994",,"L"
"NER","RENEWABLE","TOT","KTOE","A","1995",,"L"
"NER","RENEWABLE","TOT","KTOE","A","1996",,"L"
"NER","RENEWABLE","TOT","KTOE","A","1997",,"L"
"NER","RENEWABLE","TOT","KTOE","A","1998",,"L"
"NER","RENEWABLE","TOT","KTOE","A","1999",,"L"
"NER","RENEWABLE","TOT","KTOE","A","2000",1240.494,
"NER","RENEWABLE","TOT","KTOE","A","2001",1284.887,
"NER","RENEWABLE","TOT","KTOE","A","2002",1327.967,
"NER","RENEWABLE","TOT","KTOE","A","2003",1372.479,
"NER","RENEWABLE","TOT","KTOE","A","2004",1413.338,
"NER","RENEWABLE","TOT","KTOE","A","2005",1461.246,
"NER","RENEWABLE","TOT","KTOE","A","2006",1503.299,
"NER","RENEWABLE","TOT","KTOE","A","2007",1556.026,
"NER","RENEWABLE","TOT","KTOE","A","2008",1609.842,
"NER","RENEWABLE","TOT","KTOE","A","2009",1661.064,
"NER","RENEWABLE","TOT","KTOE","A","2010",1710.95,
"NER","RENEWABLE","TOT","KTOE","A","2011",1415.057,
"NER","RENEWABLE","TOT","KTOE","A","2012",1545.633,
"NER","RENEWABLE","TOT","KTOE","A","2013",2049.606,
"NER","RENEWABLE","TOT","KTOE","A","2014",2129.318,
"NER","RENEWABLE","TOT","KTOE","A","2015",,"L"
"OMN","RENEWABLE","TOT","KTOE","A","1960",,"L"
"OMN","RENEWABLE","TOT","KTOE","A","1961",,"L"
"OMN","RENEWABLE","TOT","KTOE","A","1962",,"L"
"OMN","RENEWABLE","TOT","KTOE","A","1963",,"L"
"OMN","RENEWABLE","TOT","KTOE","A","1964",,"L"
"OMN","RENEWABLE","TOT","KTOE","A","1965",,"L"
"OMN","RENEWABLE","TOT","KTOE","A","1966",,"L"
"OMN","RENEWABLE","TOT","KTOE","A","1967",,"L"
"OMN","RENEWABLE","TOT","KTOE","A","1968",,"L"
"OMN","RENEWABLE","TOT","KTOE","A","1969",,"L"
"OMN","RENEWABLE","TOT","KTOE","A","1970",,"L"
"OMN","RENEWABLE","TOT","KTOE","A","1971",0,
"OMN","RENEWABLE","TOT","KTOE","A","1972",0,
"OMN","RENEWABLE","TOT","KTOE","A","1973",0,
"OMN","RENEWABLE","TOT","KTOE","A","1974",0,
"OMN","RENEWABLE","TOT","KTOE","A","1975",0,
"OMN","RENEWABLE","TOT","KTOE","A","1976",0,
"OMN","RENEWABLE","TOT","KTOE","A","1977",0,
"OMN","RENEWABLE","TOT","KTOE","A","1978",0,
"OMN","RENEWABLE","TOT","KTOE","A","1979",0,
"OMN","RENEWABLE","TOT","KTOE","A","1980",0,
"OMN","RENEWABLE","TOT","KTOE","A","1981",0,
"OMN","RENEWABLE","TOT","KTOE","A","1982",0,
"OMN","RENEWABLE","TOT","KTOE","A","1983",0,
"OMN","RENEWABLE","TOT","KTOE","A","1984",0,
"OMN","RENEWABLE","TOT","KTOE","A","1985",0,
"OMN","RENEWABLE","TOT","KTOE","A","1986",0,
"OMN","RENEWABLE","TOT","KTOE","A","1987",0,
"OMN","RENEWABLE","TOT","KTOE","A","1988",0,
"OMN","RENEWABLE","TOT","KTOE","A","1989",0,
"OMN","RENEWABLE","TOT","KTOE","A","1990",0,
"OMN","RENEWABLE","TOT","KTOE","A","1991",0,
"OMN","RENEWABLE","TOT","KTOE","A","1992",0,
"OMN","RENEWABLE","TOT","KTOE","A","1993",0,
"OMN","RENEWABLE","TOT","KTOE","A","1994",0,
"OMN","RENEWABLE","TOT","KTOE","A","1995",0,
"OMN","RENEWABLE","TOT","KTOE","A","1996",0,
"OMN","RENEWABLE","TOT","KTOE","A","1997",0,
"OMN","RENEWABLE","TOT","KTOE","A","1998",0,
"OMN","RENEWABLE","TOT","KTOE","A","1999",0,
"OMN","RENEWABLE","TOT","KTOE","A","2000",0,
"OMN","RENEWABLE","TOT","KTOE","A","2001",0,
"OMN","RENEWABLE","TOT","KTOE","A","2002",0,
"OMN","RENEWABLE","TOT","KTOE","A","2003",0,
"OMN","RENEWABLE","TOT","KTOE","A","2004",0,
"OMN","RENEWABLE","TOT","KTOE","A","2005",0,
"OMN","RENEWABLE","TOT","KTOE","A","2006",0,
"OMN","RENEWABLE","TOT","KTOE","A","2007",0,
"OMN","RENEWABLE","TOT","KTOE","A","2008",0,
"OMN","RENEWABLE","TOT","KTOE","A","2009",0,
"OMN","RENEWABLE","TOT","KTOE","A","2010",0,
"OMN","RENEWABLE","TOT","KTOE","A","2011",0,
"OMN","RENEWABLE","TOT","KTOE","A","2012",0,
"OMN","RENEWABLE","TOT","KTOE","A","2013",0,
"OMN","RENEWABLE","TOT","KTOE","A","2014",0,
"OMN","RENEWABLE","TOT","KTOE","A","2015",,"L"
"PAN","RENEWABLE","TOT","KTOE","A","1960",,"L"
"PAN","RENEWABLE","TOT","KTOE","A","1961",,"L"
"PAN","RENEWABLE","TOT","KTOE","A","1962",,"L"
"PAN","RENEWABLE","TOT","KTOE","A","1963",,"L"
"PAN","RENEWABLE","TOT","KTOE","A","1964",,"L"
"PAN","RENEWABLE","TOT","KTOE","A","1965",,"L"
"PAN","RENEWABLE","TOT","KTOE","A","1966",,"L"
"PAN","RENEWABLE","TOT","KTOE","A","1967",,"L"
"PAN","RENEWABLE","TOT","KTOE","A","1968",,"L"
"PAN","RENEWABLE","TOT","KTOE","A","1969",,"L"
"PAN","RENEWABLE","TOT","KTOE","A","1970",,"L"
"PAN","RENEWABLE","TOT","KTOE","A","1971",342.318,
"PAN","RENEWABLE","TOT","KTOE","A","1972",339.142,
"PAN","RENEWABLE","TOT","KTOE","A","1973",342.399,
"PAN","RENEWABLE","TOT","KTOE","A","1974",366.432,
"PAN","RENEWABLE","TOT","KTOE","A","1975",379.977,
"PAN","RENEWABLE","TOT","KTOE","A","1976",404.909,
"PAN","RENEWABLE","TOT","KTOE","A","1977",441.829,
"PAN","RENEWABLE","TOT","KTOE","A","1978",486.922,
"PAN","RENEWABLE","TOT","KTOE","A","1979",499.017,
"PAN","RENEWABLE","TOT","KTOE","A","1980",527.311,
"PAN","RENEWABLE","TOT","KTOE","A","1981",568.444,
"PAN","RENEWABLE","TOT","KTOE","A","1982",568.101,
"PAN","RENEWABLE","TOT","KTOE","A","1983",539.396,
"PAN","RENEWABLE","TOT","KTOE","A","1984",593.9,
"PAN","RENEWABLE","TOT","KTOE","A","1985",604.044,
"PAN","RENEWABLE","TOT","KTOE","A","1986",605.105,
"PAN","RENEWABLE","TOT","KTOE","A","1987",599.625,
"PAN","RENEWABLE","TOT","KTOE","A","1988",609.999,
"PAN","RENEWABLE","TOT","KTOE","A","1989",612.439,
"PAN","RENEWABLE","TOT","KTOE","A","1990",612.278,
"PAN","RENEWABLE","TOT","KTOE","A","1991",602.596,
"PAN","RENEWABLE","TOT","KTOE","A","1992",623.582,
"PAN","RENEWABLE","TOT","KTOE","A","1993",662.552,
"PAN","RENEWABLE","TOT","KTOE","A","1994",650.916,
"PAN","RENEWABLE","TOT","KTOE","A","1995",604.213,
"PAN","RENEWABLE","TOT","KTOE","A","1996",701.304,
"PAN","RENEWABLE","TOT","KTOE","A","1997",704.023,
"PAN","RENEWABLE","TOT","KTOE","A","1998",643.133,
"PAN","RENEWABLE","TOT","KTOE","A","1999",730.255,
"PAN","RENEWABLE","TOT","KTOE","A","2000",755.453,
"PAN","RENEWABLE","TOT","KTOE","A","2001",721.815,
"PAN","RENEWABLE","TOT","KTOE","A","2002",781.954,
"PAN","RENEWABLE","TOT","KTOE","A","2003",733.488,
"PAN","RENEWABLE","TOT","KTOE","A","2004",798.797,
"PAN","RENEWABLE","TOT","KTOE","A","2005",771.954,
"PAN","RENEWABLE","TOT","KTOE","A","2006",797.062,
"PAN","RENEWABLE","TOT","KTOE","A","2007",745.046,
"PAN","RENEWABLE","TOT","KTOE","A","2008",888.444,
"PAN","RENEWABLE","TOT","KTOE","A","2009",842.592,
"PAN","RENEWABLE","TOT","KTOE","A","2010",670.24,
"PAN","RENEWABLE","TOT","KTOE","A","2011",674.45,
"PAN","RENEWABLE","TOT","KTOE","A","2012",789.617,
"PAN","RENEWABLE","TOT","KTOE","A","2013",797.898,
"PAN","RENEWABLE","TOT","KTOE","A","2014",804.474,
"PAN","RENEWABLE","TOT","KTOE","A","2015",,"L"
"QAT","RENEWABLE","TOT","KTOE","A","1960",,"L"
"QAT","RENEWABLE","TOT","KTOE","A","1961",,"L"
"QAT","RENEWABLE","TOT","KTOE","A","1962",,"L"
"QAT","RENEWABLE","TOT","KTOE","A","1963",,"L"
"QAT","RENEWABLE","TOT","KTOE","A","1964",,"L"
"QAT","RENEWABLE","TOT","KTOE","A","1965",,"L"
"QAT","RENEWABLE","TOT","KTOE","A","1966",,"L"
"QAT","RENEWABLE","TOT","KTOE","A","1967",,"L"
"QAT","RENEWABLE","TOT","KTOE","A","1968",,"L"
"QAT","RENEWABLE","TOT","KTOE","A","1969",,"L"
"QAT","RENEWABLE","TOT","KTOE","A","1970",,"L"
"QAT","RENEWABLE","TOT","KTOE","A","1971",0,
"QAT","RENEWABLE","TOT","KTOE","A","1972",0,
"QAT","RENEWABLE","TOT","KTOE","A","1973",0,
"QAT","RENEWABLE","TOT","KTOE","A","1974",0,
"QAT","RENEWABLE","TOT","KTOE","A","1975",0,
"QAT","RENEWABLE","TOT","KTOE","A","1976",0,
"QAT","RENEWABLE","TOT","KTOE","A","1977",0,
"QAT","RENEWABLE","TOT","KTOE","A","1978",0,
"QAT","RENEWABLE","TOT","KTOE","A","1979",0,
"QAT","RENEWABLE","TOT","KTOE","A","1980",0,
"QAT","RENEWABLE","TOT","KTOE","A","1981",0,
"QAT","RENEWABLE","TOT","KTOE","A","1982",0,
"QAT","RENEWABLE","TOT","KTOE","A","1983",0,
"QAT","RENEWABLE","TOT","KTOE","A","1984",0,
"QAT","RENEWABLE","TOT","KTOE","A","1985",0,
"QAT","RENEWABLE","TOT","KTOE","A","1986",0,
"QAT","RENEWABLE","TOT","KTOE","A","1987",0,
"QAT","RENEWABLE","TOT","KTOE","A","1988",0,
"QAT","RENEWABLE","TOT","KTOE","A","1989",0,
"QAT","RENEWABLE","TOT","KTOE","A","1990",0,
"QAT","RENEWABLE","TOT","KTOE","A","1991",0,
"QAT","RENEWABLE","TOT","KTOE","A","1992",0,
"QAT","RENEWABLE","TOT","KTOE","A","1993",0,
"QAT","RENEWABLE","TOT","KTOE","A","1994",0,
"QAT","RENEWABLE","TOT","KTOE","A","1995",0,
"QAT","RENEWABLE","TOT","KTOE","A","1996",0,
"QAT","RENEWABLE","TOT","KTOE","A","1997",0,
"QAT","RENEWABLE","TOT","KTOE","A","1998",0,
"QAT","RENEWABLE","TOT","KTOE","A","1999",0,
"QAT","RENEWABLE","TOT","KTOE","A","2000",0,
"QAT","RENEWABLE","TOT","KTOE","A","2001",0,
"QAT","RENEWABLE","TOT","KTOE","A","2002",0,
"QAT","RENEWABLE","TOT","KTOE","A","2003",0,
"QAT","RENEWABLE","TOT","KTOE","A","2004",0,
"QAT","RENEWABLE","TOT","KTOE","A","2005",0,
"QAT","RENEWABLE","TOT","KTOE","A","2006",0,
"QAT","RENEWABLE","TOT","KTOE","A","2007",0,
"QAT","RENEWABLE","TOT","KTOE","A","2008",0,
"QAT","RENEWABLE","TOT","KTOE","A","2009",0,
"QAT","RENEWABLE","TOT","KTOE","A","2010",0,
"QAT","RENEWABLE","TOT","KTOE","A","2011",0,
"QAT","RENEWABLE","TOT","KTOE","A","2012",0,
"QAT","RENEWABLE","TOT","KTOE","A","2013",0,
"QAT","RENEWABLE","TOT","KTOE","A","2014",0,
"QAT","RENEWABLE","TOT","KTOE","A","2015",,"L"
"SEN","RENEWABLE","TOT","KTOE","A","1960",,"L"
"SEN","RENEWABLE","TOT","KTOE","A","1961",,"L"
"SEN","RENEWABLE","TOT","KTOE","A","1962",,"L"
"SEN","RENEWABLE","TOT","KTOE","A","1963",,"L"
"SEN","RENEWABLE","TOT","KTOE","A","1964",,"L"
"SEN","RENEWABLE","TOT","KTOE","A","1965",,"L"
"SEN","RENEWABLE","TOT","KTOE","A","1966",,"L"
"SEN","RENEWABLE","TOT","KTOE","A","1967",,"L"
"SEN","RENEWABLE","TOT","KTOE","A","1968",,"L"
"SEN","RENEWABLE","TOT","KTOE","A","1969",,"L"
"SEN","RENEWABLE","TOT","KTOE","A","1970",,"L"
"SEN","RENEWABLE","TOT","KTOE","A","1971",825.03,
"SEN","RENEWABLE","TOT","KTOE","A","1972",831.86,
"SEN","RENEWABLE","TOT","KTOE","A","1973",838.761,
"SEN","RENEWABLE","TOT","KTOE","A","1974",845.734,
"SEN","RENEWABLE","TOT","KTOE","A","1975",852.707,
"SEN","RENEWABLE","TOT","KTOE","A","1976",859.274,
"SEN","RENEWABLE","TOT","KTOE","A","1977",865.841,
"SEN","RENEWABLE","TOT","KTOE","A","1978",872.432,
"SEN","RENEWABLE","TOT","KTOE","A","1979",879.047,
"SEN","RENEWABLE","TOT","KTOE","A","1980",885.661,
"SEN","RENEWABLE","TOT","KTOE","A","1981",892.181,
"SEN","RENEWABLE","TOT","KTOE","A","1982",898.652,
"SEN","RENEWABLE","TOT","KTOE","A","1983",905.243,
"SEN","RENEWABLE","TOT","KTOE","A","1984",912.049,
"SEN","RENEWABLE","TOT","KTOE","A","1985",919.141,
"SEN","RENEWABLE","TOT","KTOE","A","1986",926.401,
"SEN","RENEWABLE","TOT","KTOE","A","1987",933.827,
"SEN","RENEWABLE","TOT","KTOE","A","1988",941.373,
"SEN","RENEWABLE","TOT","KTOE","A","1989",949.087,
"SEN","RENEWABLE","TOT","KTOE","A","1990",956.919,
"SEN","RENEWABLE","TOT","KTOE","A","1991",964.227,
"SEN","RENEWABLE","TOT","KTOE","A","1992",971.247,
"SEN","RENEWABLE","TOT","KTOE","A","1993",977.982,
"SEN","RENEWABLE","TOT","KTOE","A","1994",985.599,
"SEN","RENEWABLE","TOT","KTOE","A","1995",1013.563,
"SEN","RENEWABLE","TOT","KTOE","A","1996",1042.338,
"SEN","RENEWABLE","TOT","KTOE","A","1997",1071.925,
"SEN","RENEWABLE","TOT","KTOE","A","1998",1102.349,
"SEN","RENEWABLE","TOT","KTOE","A","1999",1133.631,
"SEN","RENEWABLE","TOT","KTOE","A","2000",1163.821,
"SEN","RENEWABLE","TOT","KTOE","A","2001",1185.671,
"SEN","RENEWABLE","TOT","KTOE","A","2002",1216.993,
"SEN","RENEWABLE","TOT","KTOE","A","2003",1210.617,
"SEN","RENEWABLE","TOT","KTOE","A","2004",1201.331,
"SEN","RENEWABLE","TOT","KTOE","A","2005",1214.918,
"SEN","RENEWABLE","TOT","KTOE","A","2006",1258.694,
"SEN","RENEWABLE","TOT","KTOE","A","2007",1381.555,
"SEN","RENEWABLE","TOT","KTOE","A","2008",1446.314,
"SEN","RENEWABLE","TOT","KTOE","A","2009",2073.25,
"SEN","RENEWABLE","TOT","KTOE","A","2010",2042.598,
"SEN","RENEWABLE","TOT","KTOE","A","2011",2103.168,
"SEN","RENEWABLE","TOT","KTOE","A","2012",2151.583,
"SEN","RENEWABLE","TOT","KTOE","A","2013",1758.562,
"SEN","RENEWABLE","TOT","KTOE","A","2014",1816.018,
"SEN","RENEWABLE","TOT","KTOE","A","2015",,"L"
"LKA","RENEWABLE","TOT","KTOE","A","1960",,"L"
"LKA","RENEWABLE","TOT","KTOE","A","1961",,"L"
"LKA","RENEWABLE","TOT","KTOE","A","1962",,"L"
"LKA","RENEWABLE","TOT","KTOE","A","1963",,"L"
"LKA","RENEWABLE","TOT","KTOE","A","1964",,"L"
"LKA","RENEWABLE","TOT","KTOE","A","1965",,"L"
"LKA","RENEWABLE","TOT","KTOE","A","1966",,"L"
"LKA","RENEWABLE","TOT","KTOE","A","1967",,"L"
"LKA","RENEWABLE","TOT","KTOE","A","1968",,"L"
"LKA","RENEWABLE","TOT","KTOE","A","1969",,"L"
"LKA","RENEWABLE","TOT","KTOE","A","1970",,"L"
"LKA","RENEWABLE","TOT","KTOE","A","1971",2809.996,
"LKA","RENEWABLE","TOT","KTOE","A","1972",2811.888,
"LKA","RENEWABLE","TOT","KTOE","A","1973",2847.851,
"LKA","RENEWABLE","TOT","KTOE","A","1974",2892.822,
"LKA","RENEWABLE","TOT","KTOE","A","1975",3119.962,
"LKA","RENEWABLE","TOT","KTOE","A","1976",3162.928,
"LKA","RENEWABLE","TOT","KTOE","A","1977",3056.083,
"LKA","RENEWABLE","TOT","KTOE","A","1978",3136.409,
"LKA","RENEWABLE","TOT","KTOE","A","1979",3193.772,
"LKA","RENEWABLE","TOT","KTOE","A","1980",3208.908,
"LKA","RENEWABLE","TOT","KTOE","A","1981",3300.08,
"LKA","RENEWABLE","TOT","KTOE","A","1982",3396.977,
"LKA","RENEWABLE","TOT","KTOE","A","1983",3397.371,
"LKA","RENEWABLE","TOT","KTOE","A","1984",3708.088,
"LKA","RENEWABLE","TOT","KTOE","A","1985",3759.65,
"LKA","RENEWABLE","TOT","KTOE","A","1986",3896.084,
"LKA","RENEWABLE","TOT","KTOE","A","1987",3960.406,
"LKA","RENEWABLE","TOT","KTOE","A","1988",4092.034,
"LKA","RENEWABLE","TOT","KTOE","A","1989",4169.625,
"LKA","RENEWABLE","TOT","KTOE","A","1990",4186.034,
"LKA","RENEWABLE","TOT","KTOE","A","1991",4192.199,
"LKA","RENEWABLE","TOT","KTOE","A","1992",4321.005,
"LKA","RENEWABLE","TOT","KTOE","A","1993",4252.136,
"LKA","RENEWABLE","TOT","KTOE","A","1994",3973.125,
"LKA","RENEWABLE","TOT","KTOE","A","1995",4019.619,
"LKA","RENEWABLE","TOT","KTOE","A","1996",4196.612,
"LKA","RENEWABLE","TOT","KTOE","A","1997",4340.39,
"LKA","RENEWABLE","TOT","KTOE","A","1998",4323.806,
"LKA","RENEWABLE","TOT","KTOE","A","1999",4548.405,
"LKA","RENEWABLE","TOT","KTOE","A","2000",4744.05,
"LKA","RENEWABLE","TOT","KTOE","A","2001",4559.508,
"LKA","RENEWABLE","TOT","KTOE","A","2002",4542.54,
"LKA","RENEWABLE","TOT","KTOE","A","2003",4655.961,
"LKA","RENEWABLE","TOT","KTOE","A","2004",4768.803,
"LKA","RENEWABLE","TOT","KTOE","A","2005",4923.91,
"LKA","RENEWABLE","TOT","KTOE","A","2006",5137.102,
"LKA","RENEWABLE","TOT","KTOE","A","2007",5057.291,
"LKA","RENEWABLE","TOT","KTOE","A","2008",5025.536,
"LKA","RENEWABLE","TOT","KTOE","A","2009",5105.707,
"LKA","RENEWABLE","TOT","KTOE","A","2010",5543.982,
"LKA","RENEWABLE","TOT","KTOE","A","2011",5350.227,
"LKA","RENEWABLE","TOT","KTOE","A","2012",5929.82,
"LKA","RENEWABLE","TOT","KTOE","A","2013",5430.274,
"LKA","RENEWABLE","TOT","KTOE","A","2014",5326.885,
"LKA","RENEWABLE","TOT","KTOE","A","2015",,"L"
"SYR","RENEWABLE","TOT","KTOE","A","1960",,"L"
"SYR","RENEWABLE","TOT","KTOE","A","1961",,"L"
"SYR","RENEWABLE","TOT","KTOE","A","1962",,"L"
"SYR","RENEWABLE","TOT","KTOE","A","1963",,"L"
"SYR","RENEWABLE","TOT","KTOE","A","1964",,"L"
"SYR","RENEWABLE","TOT","KTOE","A","1965",,"L"
"SYR","RENEWABLE","TOT","KTOE","A","1966",,"L"
"SYR","RENEWABLE","TOT","KTOE","A","1967",,"L"
"SYR","RENEWABLE","TOT","KTOE","A","1968",,"L"
"SYR","RENEWABLE","TOT","KTOE","A","1969",,"L"
"SYR","RENEWABLE","TOT","KTOE","A","1970",,"L"
"SYR","RENEWABLE","TOT","KTOE","A","1971",5.102,
"SYR","RENEWABLE","TOT","KTOE","A","1972",6.598,
"SYR","RENEWABLE","TOT","KTOE","A","1973",4.853,
"SYR","RENEWABLE","TOT","KTOE","A","1974",29.311,
"SYR","RENEWABLE","TOT","KTOE","A","1975",66.625,
"SYR","RENEWABLE","TOT","KTOE","A","1976",106.262,
"SYR","RENEWABLE","TOT","KTOE","A","1977",155.019,
"SYR","RENEWABLE","TOT","KTOE","A","1978",181.225,
"SYR","RENEWABLE","TOT","KTOE","A","1979",206.107,
"SYR","RENEWABLE","TOT","KTOE","A","1980",225.079,
"SYR","RENEWABLE","TOT","KTOE","A","1981",232.628,
"SYR","RENEWABLE","TOT","KTOE","A","1982",257.01,
"SYR","RENEWABLE","TOT","KTOE","A","1983",244.635,
"SYR","RENEWABLE","TOT","KTOE","A","1984",288.724,
"SYR","RENEWABLE","TOT","KTOE","A","1985",290.186,
"SYR","RENEWABLE","TOT","KTOE","A","1986",248.734,
"SYR","RENEWABLE","TOT","KTOE","A","1987",248.734,
"SYR","RENEWABLE","TOT","KTOE","A","1988",244.712,
"SYR","RENEWABLE","TOT","KTOE","A","1989",241.381,
"SYR","RENEWABLE","TOT","KTOE","A","1990",236.905,
"SYR","RENEWABLE","TOT","KTOE","A","1991",235.461,
"SYR","RENEWABLE","TOT","KTOE","A","1992",232.131,
"SYR","RENEWABLE","TOT","KTOE","A","1993",228.032,
"SYR","RENEWABLE","TOT","KTOE","A","1994",224.248,
"SYR","RENEWABLE","TOT","KTOE","A","1995",220.636,
"SYR","RENEWABLE","TOT","KTOE","A","1996",224.076,
"SYR","RENEWABLE","TOT","KTOE","A","1997",228.376,
"SYR","RENEWABLE","TOT","KTOE","A","1998",236.976,
"SYR","RENEWABLE","TOT","KTOE","A","1999",238.815,
"SYR","RENEWABLE","TOT","KTOE","A","2000",282.881,
"SYR","RENEWABLE","TOT","KTOE","A","2001",298.37,
"SYR","RENEWABLE","TOT","KTOE","A","2002",215.992,
"SYR","RENEWABLE","TOT","KTOE","A","2003",242.489,
"SYR","RENEWABLE","TOT","KTOE","A","2004",364.471,
"SYR","RENEWABLE","TOT","KTOE","A","2005",377.514,
"SYR","RENEWABLE","TOT","KTOE","A","2006",345.025,
"SYR","RENEWABLE","TOT","KTOE","A","2007",305.078,
"SYR","RENEWABLE","TOT","KTOE","A","2008",252.895,
"SYR","RENEWABLE","TOT","KTOE","A","2009",166.78,
"SYR","RENEWABLE","TOT","KTOE","A","2010",229.264,
"SYR","RENEWABLE","TOT","KTOE","A","2011",288.809,
"SYR","RENEWABLE","TOT","KTOE","A","2012",284.949,
"SYR","RENEWABLE","TOT","KTOE","A","2013",264.686,
"SYR","RENEWABLE","TOT","KTOE","A","2014",264.806,
"SYR","RENEWABLE","TOT","KTOE","A","2015",,"L"
"TJK","RENEWABLE","TOT","KTOE","A","1960",,"L"
"TJK","RENEWABLE","TOT","KTOE","A","1961",,"L"
"TJK","RENEWABLE","TOT","KTOE","A","1962",,"L"
"TJK","RENEWABLE","TOT","KTOE","A","1963",,"L"
"TJK","RENEWABLE","TOT","KTOE","A","1964",,"L"
"TJK","RENEWABLE","TOT","KTOE","A","1965",,"L"
"TJK","RENEWABLE","TOT","KTOE","A","1966",,"L"
"TJK","RENEWABLE","TOT","KTOE","A","1967",,"L"
"TJK","RENEWABLE","TOT","KTOE","A","1968",,"L"
"TJK","RENEWABLE","TOT","KTOE","A","1969",,"L"
"TJK","RENEWABLE","TOT","KTOE","A","1970",,"L"
"TJK","RENEWABLE","TOT","KTOE","A","1971",,"L"
"TJK","RENEWABLE","TOT","KTOE","A","1972",,"L"
"TJK","RENEWABLE","TOT","KTOE","A","1973",,"L"
"TJK","RENEWABLE","TOT","KTOE","A","1974",,"L"
"TJK","RENEWABLE","TOT","KTOE","A","1975",,"L"
"TJK","RENEWABLE","TOT","KTOE","A","1976",,"L"
"TJK","RENEWABLE","TOT","KTOE","A","1977",,"L"
"TJK","RENEWABLE","TOT","KTOE","A","1978",,"L"
"TJK","RENEWABLE","TOT","KTOE","A","1979",,"L"
"TJK","RENEWABLE","TOT","KTOE","A","1980",,"L"
"TJK","RENEWABLE","TOT","KTOE","A","1981",,"L"
